trial_num,action,totaldays,daysleft,muvalue,reward,gap,RT
1.0,1.0,10.0,10.0,4.1,4.1,,7648.0
1.0,1.0,10.0,9.0,4.1,3.7,-0.4,7993.0
1.0,1.0,10.0,8.0,4.1,2.5,-1.6,8932.0
1.0,1.0,10.0,7.0,4.1,3.2,-0.9,6074.0
1.0,1.0,10.0,6.0,4.1,2.9,-1.2,6249.0
1.0,1.0,10.0,5.0,4.1,2.1,-2.0,5344.0
1.0,1.0,10.0,4.0,4.1,1.3,-2.8,4960.0
1.0,1.0,10.0,3.0,4.1,3.0,-1.1,10391.0
1.0,1.0,10.0,2.0,4.1,2.7,-1.4,3472.0
1.0,0.0,10.0,1.0,4.1,4.1,0.0,5245.0
2.0,1.0,5.0,5.0,1.2,1.2,,7648.0
2.0,1.0,5.0,4.0,2.5,2.5,1.3,7993.0
2.0,1.0,5.0,3.0,2.5,2.0,-0.5,8932.0
2.0,1.0,5.0,2.0,2.5,2.5,0.0,6074.0
2.0,1.0,5.0,1.0,3.2,3.2,0.7,6249.0
3.0,1.0,6.0,6.0,3.5,3.5,,7648.0
3.0,1.0,6.0,5.0,3.5,2.6,-0.9,7993.0
3.0,1.0,6.0,4.0,3.5,2.6,-0.9,8932.0
3.0,1.0,6.0,3.0,3.5,3.4,-0.1,6074.0
3.0,1.0,6.0,2.0,3.5,3.1,-0.4,6249.0
3.0,1.0,6.0,1.0,3.7,3.7,0.2,5344.0
4.0,1.0,7.0,7.0,2.9,2.9,,7648.0
4.0,1.0,7.0,6.0,3.5,3.5,0.6,7993.0
4.0,1.0,7.0,5.0,3.5,2.6,-0.9,8932.0
4.0,1.0,7.0,4.0,3.6,3.6,0.1,6074.0
4.0,1.0,7.0,3.0,3.6,2.8,-0.8,6249.0
4.0,1.0,7.0,2.0,3.6,2.3,-1.3,5344.0
4.0,0.0,7.0,1.0,3.6,3.6,0.0,4960.0
5.0,1.0,9.0,9.0,1.8,1.8,,7648.0
5.0,1.0,9.0,8.0,1.9,1.9,0.1,7993.0
5.0,1.0,9.0,7.0,2.6,2.6,0.7,8932.0
5.0,1.0,9.0,6.0,2.6,2.0,-0.6,6074.0
5.0,1.0,9.0,5.0,3.6,3.6,1.0,6249.0
5.0,1.0,9.0,4.0,3.6,2.6,-1.0,5344.0
5.0,1.0,9.0,3.0,3.6,3.0,-0.6,4960.0
5.0,1.0,9.0,2.0,3.6,3.3,-0.3,10391.0
5.0,0.0,9.0,1.0,3.6,3.6,0.0,3472.0
6.0,1.0,10.0,10.0,2.1,2.1,,7648.0
6.0,1.0,10.0,9.0,2.9,2.9,0.8,7993.0
6.0,1.0,10.0,8.0,3.2,3.2,0.3,8932.0
6.0,1.0,10.0,7.0,3.2,3.2,0.0,6074.0
6.0,1.0,10.0,6.0,3.2,1.6,-1.6,6249.0
6.0,1.0,10.0,5.0,3.2,3.0,-0.2,5344.0
6.0,1.0,10.0,4.0,3.2,2.3,-0.9,4960.0
6.0,1.0,10.0,3.0,3.2,2.5,-0.7,10391.0
6.0,0.0,10.0,2.0,3.2,3.2,0.0,3472.0
6.0,0.0,10.0,1.0,3.2,3.2,0.0,5245.0
7.0,1.0,9.0,9.0,3.5,3.5,,7648.0
7.0,1.0,9.0,8.0,4.4,4.4,0.9,7993.0
7.0,1.0,9.0,7.0,4.4,3.4,-1.0,8932.0
7.0,0.0,9.0,6.0,4.4,4.4,0.0,6074.0
7.0,0.0,9.0,5.0,4.4,4.4,0.0,6249.0
7.0,0.0,9.0,4.0,4.4,4.4,0.0,5344.0
7.0,0.0,9.0,3.0,4.4,4.4,0.0,4960.0
7.0,0.0,9.0,2.0,4.4,4.4,0.0,10391.0
7.0,0.0,9.0,1.0,4.4,4.4,0.0,3472.0
