trial_num,action,totaldays,daysleft,muvalue,reward,gap,RT
1.0,1.0,7.0,7.0,3.1,3.1,,9151.0
1.0,1.0,7.0,6.0,3.1,2.3,-0.8,5494.0
1.0,1.0,7.0,5.0,3.8,3.8,0.7,19320.0
1.0,1.0,7.0,4.0,3.8,2.7,-1.1,6448.0
1.0,1.0,7.0,3.0,3.8,3.0,-0.8,2848.0
1.0,0.0,7.0,2.0,3.8,3.8,0.0,1833.0
1.0,0.0,7.0,1.0,3.8,3.8,0.0,2813.0
2.0,1.0,5.0,5.0,2.8,2.8,,9151.0
2.0,1.0,5.0,4.0,2.8,2.2,-0.6,5494.0
2.0,1.0,5.0,3.0,2.8,2.3,-0.5,19320.0
2.0,1.0,5.0,2.0,3.2,3.2,0.4,6448.0
2.0,0.0,5.0,1.0,3.2,3.2,0.0,2848.0
3.0,1.0,10.0,10.0,2.6,2.6,,9151.0
3.0,1.0,10.0,9.0,3.4,3.4,0.8,5494.0
3.0,1.0,10.0,8.0,4.0,4.0,0.6,19320.0
3.0,1.0,10.0,7.0,4.0,3.6,-0.4,6448.0
3.0,1.0,10.0,6.0,4.0,2.2,-1.8,2848.0
3.0,0.0,10.0,5.0,4.0,4.0,0.0,1833.0
3.0,0.0,10.0,4.0,4.0,4.0,0.0,2813.0
3.0,0.0,10.0,3.0,4.0,4.0,0.0,5168.0
3.0,0.0,10.0,2.0,4.0,4.0,0.0,3631.0
3.0,0.0,10.0,1.0,4.0,4.0,0.0,3433.0
4.0,1.0,10.0,10.0,2.7,2.7,,9151.0
4.0,1.0,10.0,9.0,3.5,3.5,0.8,5494.0
4.0,1.0,10.0,8.0,3.5,3.3,-0.2,19320.0
4.0,1.0,10.0,7.0,3.8,3.8,0.3,6448.0
4.0,1.0,10.0,6.0,3.8,3.7,-0.1,2848.0
4.0,1.0,10.0,5.0,3.8,3.6,-0.2,1833.0
4.0,0.0,10.0,4.0,3.8,3.8,0.0,2813.0
4.0,0.0,10.0,3.0,3.8,3.8,0.0,5168.0
4.0,0.0,10.0,2.0,3.8,3.8,0.0,3631.0
4.0,0.0,10.0,1.0,3.8,3.8,0.0,3433.0
5.0,1.0,10.0,10.0,3.5,3.5,,9151.0
5.0,1.0,10.0,9.0,3.5,2.9,-0.6,5494.0
5.0,1.0,10.0,8.0,3.5,1.8,-1.7,19320.0
5.0,1.0,10.0,7.0,3.5,3.1,-0.4,6448.0
5.0,1.0,10.0,6.0,3.5,2.5,-1.0,2848.0
5.0,1.0,10.0,5.0,3.6,3.6,0.1,1833.0
5.0,1.0,10.0,4.0,3.6,3.1,-0.5,2813.0
5.0,0.0,10.0,3.0,3.6,3.6,0.0,5168.0
5.0,0.0,10.0,2.0,3.6,3.6,0.0,3631.0
5.0,0.0,10.0,1.0,3.6,3.6,0.0,3433.0
6.0,1.0,7.0,7.0,3.2,3.2,,9151.0
6.0,1.0,7.0,6.0,3.2,2.6,-0.6,5494.0
6.0,1.0,7.0,5.0,3.2,3.0,-0.2,19320.0
6.0,1.0,7.0,4.0,3.2,1.8,-1.4,6448.0
6.0,1.0,7.0,3.0,3.2,2.9,-0.3,2848.0
6.0,0.0,7.0,2.0,3.2,3.2,0.0,1833.0
6.0,0.0,7.0,1.0,3.2,3.2,0.0,2813.0
7.0,1.0,9.0,9.0,2.9,2.9,,9151.0
7.0,1.0,9.0,8.0,2.9,2.8,-0.1,5494.0
7.0,1.0,9.0,7.0,3.3,3.3,0.4,19320.0
7.0,1.0,9.0,6.0,3.3,2.2,-1.1,6448.0
7.0,1.0,9.0,5.0,3.6,3.6,0.3,2848.0
7.0,0.0,9.0,4.0,3.6,3.6,0.0,1833.0
7.0,0.0,9.0,3.0,3.6,3.6,0.0,2813.0
7.0,0.0,9.0,2.0,3.6,3.6,0.0,5168.0
7.0,0.0,9.0,1.0,3.6,3.6,0.0,3631.0
8.0,1.0,5.0,5.0,2.5,2.5,,9151.0
8.0,1.0,5.0,4.0,3.2,3.2,0.7,5494.0
8.0,1.0,5.0,3.0,3.2,2.7,-0.5,19320.0
8.0,1.0,5.0,2.0,3.2,2.0,-1.2,6448.0
8.0,0.0,5.0,1.0,3.2,3.2,0.0,2848.0
9.0,1.0,8.0,8.0,2.3,2.3,,9151.0
9.0,1.0,8.0,7.0,3.5,3.5,1.2,5494.0
9.0,1.0,8.0,6.0,3.5,3.0,-0.5,19320.0
9.0,1.0,8.0,5.0,3.5,2.4,-1.1,6448.0
9.0,1.0,8.0,4.0,3.7,3.7,0.2,2848.0
9.0,0.0,8.0,3.0,3.7,3.7,0.0,1833.0
9.0,0.0,8.0,2.0,3.7,3.7,0.0,2813.0
9.0,0.0,8.0,1.0,3.7,3.7,0.0,5168.0
10.0,1.0,8.0,8.0,3.4,3.4,,9151.0
10.0,1.0,8.0,7.0,3.5,3.5,0.1,5494.0
10.0,1.0,8.0,6.0,4.0,4.0,0.5,19320.0
10.0,1.0,8.0,5.0,4.0,3.5,-0.5,6448.0
10.0,1.0,8.0,4.0,4.0,3.3,-0.7,2848.0
10.0,0.0,8.0,3.0,4.0,4.0,0.0,1833.0
10.0,0.0,8.0,2.0,4.0,4.0,0.0,2813.0
10.0,0.0,8.0,1.0,4.0,4.0,0.0,5168.0
11.0,1.0,7.0,7.0,2.9,2.9,,9151.0
11.0,1.0,7.0,6.0,2.9,1.9,-1.0,5494.0
11.0,1.0,7.0,5.0,2.9,2.9,0.0,19320.0
11.0,1.0,7.0,4.0,3.2,3.2,0.3,6448.0
11.0,1.0,7.0,3.0,3.4,3.4,0.2,2848.0
11.0,0.0,7.0,2.0,3.4,3.4,0.0,1833.0
11.0,0.0,7.0,1.0,3.4,3.4,0.0,2813.0
12.0,1.0,9.0,9.0,2.8,2.8,,9151.0
12.0,1.0,9.0,8.0,2.8,2.7,-0.1,5494.0
12.0,1.0,9.0,7.0,2.8,2.8,0.0,19320.0
12.0,1.0,9.0,6.0,2.9,2.9,0.1,6448.0
12.0,1.0,9.0,5.0,3.6,3.6,0.7,2848.0
12.0,1.0,9.0,4.0,4.6,4.6,1.0,1833.0
12.0,0.0,9.0,3.0,4.6,4.6,0.0,2813.0
12.0,0.0,9.0,2.0,4.6,4.6,0.0,5168.0
12.0,0.0,9.0,1.0,4.6,4.6,0.0,3631.0
13.0,1.0,10.0,10.0,2.6,2.6,,9151.0
13.0,1.0,10.0,9.0,3.0,3.0,0.4,5494.0
13.0,1.0,10.0,8.0,3.6,3.6,0.6,19320.0
13.0,1.0,10.0,7.0,3.6,2.2,-1.4,6448.0
13.0,1.0,10.0,6.0,3.6,2.1,-1.5,2848.0
13.0,0.0,10.0,5.0,3.6,3.6,0.0,1833.0
13.0,0.0,10.0,4.0,3.6,3.6,0.0,2813.0
13.0,0.0,10.0,3.0,3.6,3.6,0.0,5168.0
