trial_num,action,totaldays,daysleft,muvalue,reward,gap,RT
1.0,1.0,7.0,7.0,2.2,2.2,,6254.0
1.0,1.0,7.0,6.0,2.7,2.7,0.5,5280.0
1.0,1.0,7.0,5.0,3.0,3.0,0.3,3319.0
1.0,1.0,7.0,4.0,3.2,3.2,0.2,3401.0
1.0,1.0,7.0,3.0,3.7,3.7,0.5,1800.0
1.0,1.0,7.0,2.0,3.7,2.6,-1.1,7103.0
1.0,0.0,7.0,1.0,3.7,3.7,0.0,2133.0
2.0,1.0,5.0,5.0,2.9,2.9,,6254.0
2.0,1.0,5.0,4.0,2.9,2.7,-0.2,5280.0
2.0,1.0,5.0,3.0,3.5,3.5,0.6,3319.0
2.0,0.0,5.0,2.0,3.5,3.5,0.0,3401.0
2.0,0.0,5.0,1.0,3.5,3.5,0.0,1800.0
3.0,1.0,5.0,5.0,4.0,4.0,,6254.0
3.0,0.0,5.0,4.0,4.0,4.0,0.0,5280.0
3.0,0.0,5.0,3.0,4.0,4.0,0.0,3319.0
3.0,0.0,5.0,2.0,4.0,4.0,0.0,3401.0
3.0,0.0,5.0,1.0,4.0,4.0,0.0,1800.0
4.0,1.0,5.0,5.0,2.1,2.1,,6254.0
4.0,1.0,5.0,4.0,2.1,1.9,-0.2,5280.0
4.0,1.0,5.0,3.0,3.6,3.6,1.5,3319.0
4.0,0.0,5.0,2.0,3.6,3.6,0.0,3401.0
4.0,0.0,5.0,1.0,3.6,3.6,0.0,1800.0
5.0,1.0,5.0,5.0,1.8,1.8,,6254.0
5.0,1.0,5.0,4.0,2.1,2.1,0.3,5280.0
5.0,1.0,5.0,3.0,3.6,3.6,1.5,3319.0
5.0,0.0,5.0,2.0,3.6,3.6,0.0,3401.0
5.0,0.0,5.0,1.0,3.6,3.6,0.0,1800.0
6.0,1.0,6.0,6.0,2.8,2.8,,6254.0
6.0,1.0,6.0,5.0,2.8,2.3,-0.5,5280.0
6.0,1.0,6.0,4.0,2.8,2.6,-0.2,3319.0
6.0,1.0,6.0,3.0,3.9,3.9,1.1,3401.0
6.0,0.0,6.0,2.0,3.9,3.9,0.0,1800.0
6.0,0.0,6.0,1.0,3.9,3.9,0.0,7103.0
7.0,1.0,5.0,5.0,2.9,2.9,,6254.0
7.0,1.0,5.0,4.0,2.9,2.5,-0.4,5280.0
7.0,1.0,5.0,3.0,3.6,3.6,0.7,3319.0
7.0,0.0,5.0,2.0,3.6,3.6,0.0,3401.0
7.0,0.0,5.0,1.0,3.6,3.6,0.0,1800.0
8.0,1.0,9.0,9.0,3.7,3.7,,6254.0
8.0,1.0,9.0,8.0,3.7,3.2,-0.5,5280.0
8.0,1.0,9.0,7.0,3.8,3.8,0.1,3319.0
8.0,1.0,9.0,6.0,3.8,3.5,-0.3,3401.0
8.0,1.0,9.0,5.0,3.8,2.9,-0.9,1800.0
8.0,0.0,9.0,4.0,3.8,3.8,0.0,7103.0
8.0,0.0,9.0,3.0,3.8,3.8,0.0,2133.0
8.0,0.0,9.0,2.0,3.8,3.8,0.0,2095.0
8.0,0.0,9.0,1.0,3.8,3.8,0.0,3072.0
9.0,1.0,6.0,6.0,3.1,3.1,,6254.0
9.0,1.0,6.0,5.0,3.1,3.1,0.0,5280.0
9.0,1.0,6.0,4.0,3.4,3.4,0.3,3319.0
9.0,1.0,6.0,3.0,3.6,3.6,0.2,3401.0
9.0,0.0,6.0,2.0,3.6,3.6,0.0,1800.0
9.0,0.0,6.0,1.0,3.6,3.6,0.0,7103.0
10.0,1.0,8.0,8.0,3.2,3.2,,6254.0
10.0,1.0,8.0,7.0,3.2,2.1,-1.1,5280.0
10.0,1.0,8.0,6.0,3.2,2.4,-0.8,3319.0
10.0,1.0,8.0,5.0,3.2,2.8,-0.4,3401.0
10.0,1.0,8.0,4.0,3.2,2.6,-0.6,1800.0
