trial_num,action,totaldays,daysleft,muvalue,reward,gap,RT
1.0,1.0,6.0,6.0,-3.2,-3.2,,6592.0
1.0,1.0,6.0,5.0,-2.2,-2.2,1.0,8632.0
1.0,0.0,6.0,4.0,-2.2,-2.2,0.0,6799.0
1.0,0.0,6.0,3.0,-2.2,-2.2,0.0,2665.0
1.0,1.0,6.0,2.0,-2.2,-3.2,-1.0,4928.0
1.0,0.0,6.0,1.0,-2.2,-2.2,0.0,4909.0
2.0,1.0,8.0,8.0,-2.7,-2.7,,6592.0
2.0,1.0,8.0,7.0,-2.7,-3.1,-0.4,8632.0
2.0,1.0,8.0,6.0,-2.7,-3.4,-0.7,6799.0
2.0,0.0,8.0,5.0,-2.7,-2.7,0.0,2665.0
2.0,1.0,8.0,4.0,-2.7,-3.3,-0.6,4928.0
2.0,0.0,8.0,3.0,-2.7,-2.7,0.0,4909.0
2.0,0.0,8.0,2.0,-2.7,-2.7,0.0,2800.0
2.0,0.0,8.0,1.0,-2.7,-2.7,0.0,2832.0
3.0,1.0,5.0,5.0,-2.5,-2.5,,6592.0
3.0,1.0,5.0,4.0,-2.3,-2.3,0.2,8632.0
3.0,0.0,5.0,3.0,-2.3,-2.3,0.0,6799.0
3.0,0.0,5.0,2.0,-2.3,-2.3,0.0,2665.0
3.0,0.0,5.0,1.0,-2.3,-2.3,0.0,4928.0
4.0,1.0,10.0,10.0,-2.4,-2.4,,6592.0
4.0,1.0,10.0,9.0,-2.4,-2.8,-0.4,8632.0
4.0,1.0,10.0,8.0,-2.4,-4.0,-1.6,6799.0
4.0,0.0,10.0,7.0,-2.4,-2.4,0.0,2665.0
4.0,0.0,10.0,6.0,-2.4,-2.4,0.0,4928.0
4.0,0.0,10.0,5.0,-2.4,-2.4,0.0,4909.0
4.0,0.0,10.0,4.0,-2.4,-2.4,0.0,2800.0
4.0,1.0,10.0,3.0,-2.2,-2.2,0.2,2832.0
4.0,0.0,10.0,2.0,-2.2,-2.2,0.0,2290.0
4.0,0.0,10.0,1.0,-2.2,-2.2,0.0,2989.0
5.0,1.0,7.0,7.0,-2.4,-2.4,,6592.0
5.0,1.0,7.0,6.0,-2.4,-2.8,-0.4,8632.0
5.0,0.0,7.0,5.0,-2.4,-2.4,0.0,6799.0
5.0,0.0,7.0,4.0,-2.4,-2.4,0.0,2665.0
5.0,0.0,7.0,3.0,-2.4,-2.4,0.0,4928.0
