trial_num,trial_length,click_num,RT,action,reward,highest_reward,average_reward,stochasticity,average_reward_exploration,stochasticity_exploration,last_trial_average_reward,impulse,gap,abs_gap
1,9,1,4654,1,2.9,2.9,2.9,0.0,2.9,0.0,0.0,0,,
1,9,2,7365,1,2.4,2.9,2.65,0.25,2.65,0.25,0.0,1,-0.5,0.5
1,9,3,3720,1,2.9,2.9,2.733333333333333,0.23570226039551584,2.733333333333333,0.23570226039551584,0.0,1,0.0,0.0
1,9,4,3119,1,2.2,2.9,2.5999999999999996,0.3082207001484487,2.5999999999999996,0.3082207001484487,0.0,1,-0.7,0.7
1,9,5,3593,1,3.5,3.5,2.78,0.45343136195018535,2.78,0.45343136195018535,0.0,1,0.6,0.6
1,9,6,10248,1,2.4,3.5,2.7166666666666663,0.43748015828022285,2.7166666666666663,0.43748015828022285,0.0,1,-1.1,1.1
1,9,7,2367,0,3.5,3.5,2.8285714285714283,0.489064079103534,2.7166666666666663,0.43748015828022285,0.0,1,0.0,0.0
1,9,8,1658,0,3.5,3.5,2.9124999999999996,0.5085211401701998,2.7166666666666663,0.43748015828022285,0.0,1,0.0,0.0
1,9,9,1230,0,3.5,3.5,2.9777777777777774,0.5137612454087508,2.7166666666666663,0.43748015828022285,0.0,1,0.0,0.0
2,9,1,7790,1,3.0,3.0,3.0,0.0,3.0,0.0,2.7166666666666663,0,,
2,9,2,6242,1,3.3,3.3,3.15,0.49428552661208053,3.15,0.49428552661208053,2.7166666666666663,1,0.3,0.3
2,9,3,5184,1,3.4,3.4,3.233333333333333,0.5041494487418056,3.233333333333333,0.5041494487418056,2.7166666666666663,0,0.1,0.1
2,9,4,2535,1,3.7,3.7,3.3499999999999996,0.5457880681955362,3.3499999999999996,0.5457880681955362,2.7166666666666663,0,0.3,0.3
2,9,5,2856,1,4.3,4.3,3.54,0.6650671287278342,3.54,0.6650671287278342,2.7166666666666663,0,0.6,0.6
2,9,6,7216,1,3.2,4.3,3.483333333333333,0.6188250515650157,3.483333333333333,0.6188250515650157,2.7166666666666663,0,-1.1,1.1
2,9,7,2247,0,4.3,4.3,3.6,0.6846531968814576,3.483333333333333,0.6188250515650157,2.7166666666666663,0,0.0,0.0
2,9,8,1049,0,4.3,4.3,3.6875,0.7267031212748355,3.483333333333333,0.6188250515650157,2.7166666666666663,0,0.0,0.0
2,9,9,1703,0,4.3,4.3,3.755555555555555,0.7535922203472517,3.483333333333333,0.6188250515650157,2.7166666666666663,0,0.0,0.0
3,7,1,3189,1,3.1,3.1,3.1,0.0,3.1,0.0,3.483333333333333,0,,
3,7,2,3559,1,3.0,3.1,3.05,0.6822756041366274,3.05,0.6822756041366274,3.483333333333333,0,-0.1,0.1
3,7,3,2028,1,2.9,3.1,3.0,0.687992248018343,3.0,0.687992248018343,3.483333333333333,0,-0.2,0.2
3,7,4,1564,1,2.8,3.1,2.95,0.696582567056679,2.95,0.696582567056679,3.483333333333333,1,-0.3,0.3
3,7,5,3753,1,3.5,3.5,3.06,0.6421702334238579,3.06,0.6421702334238579,3.483333333333333,1,0.4,0.4
3,7,6,1952,0,3.5,3.5,3.1333333333333333,0.6101001739241042,3.06,0.6421702334238579,3.483333333333333,0,0.0,0.0
3,7,7,1352,0,3.5,3.5,3.185714285714286,0.5884882049344223,3.06,0.6421702334238579,3.483333333333333,0,0.0,0.0
4,7,1,4168,1,3.4,3.4,3.4,0.0,3.4,0.0,3.06,0,,
4,7,2,3919,1,2.8,3.4,3.0999999999999996,0.5956633401635649,3.0999999999999996,0.5956633401635649,3.06,0,-0.6,0.6
4,7,3,1560,1,2.6,3.4,2.933333333333333,0.6611978067738427,2.933333333333333,0.6611978067738427,3.06,0,-0.8,0.8
4,7,4,1961,1,2.9,3.4,2.925,0.6539831538482023,2.925,0.6539831538482023,3.06,1,-0.5,0.5
4,7,5,1775,0,3.4,3.4,3.02,0.6042074698865172,2.925,0.6539831538482023,3.06,1,0.0,0.0
4,7,6,992,0,3.4,3.4,3.0833333333333335,0.5746044299307632,2.925,0.6539831538482023,3.06,0,0.0,0.0
4,7,7,1248,0,3.4,3.4,3.1285714285714286,0.5546993118173235,2.925,0.6539831538482023,3.06,0,0.0,0.0
5,5,1,2873,1,3.2,3.2,3.2,0.0,3.2,0.0,2.925,0,,
5,5,2,4055,0,3.2,3.2,3.2,0.5241239188903146,3.2,0.0,2.925,0,0.0,0.0
5,5,3,1360,0,3.2,3.2,3.2000000000000006,0.5165821743509378,3.2,0.0,2.925,0,0.0,0.0
5,5,4,1072,0,3.2,3.2,3.2,0.5093568929978708,3.2,0.0,2.925,0,0.0,0.0
5,5,5,1487,0,3.2,3.2,3.2,0.5024265443151191,3.2,0.0,2.925,0,0.0,0.0
6,5,1,2355,1,2.4,2.4,2.4,0.0,2.4,0.0,3.2,0,,
6,5,2,1897,1,3.6,3.6,3.0,0.5661385170722979,3.0,0.5661385170722979,3.2,1,1.2,1.2
