trial_num,action,totaldays,daysleft,muvalue,reward,gap,RT
1.0,1.0,7.0,7.0,2.8,2.8,,4508.0
1.0,1.0,7.0,6.0,2.8,2.5,-0.3,2264.0
1.0,1.0,7.0,5.0,2.9,2.9,0.1,4640.0
1.0,1.0,7.0,4.0,3.4,3.4,0.5,3992.0
1.0,1.0,7.0,3.0,3.5,3.5,0.1,3745.0
1.0,1.0,7.0,2.0,3.5,3.1,-0.4,5990.0
1.0,1.0,7.0,1.0,3.5,2.4,-1.1,3091.0
2.0,1.0,9.0,9.0,2.7,2.7,,4508.0
2.0,1.0,9.0,8.0,2.8,2.8,0.1,2264.0
2.0,1.0,9.0,7.0,2.8,2.8,0.0,4640.0
2.0,1.0,9.0,6.0,3.7,3.7,0.9,3992.0
2.0,0.0,9.0,5.0,3.7,3.7,0.0,3745.0
2.0,0.0,9.0,4.0,3.7,3.7,0.0,5990.0
2.0,0.0,9.0,3.0,3.7,3.7,0.0,3091.0
2.0,0.0,9.0,2.0,3.7,3.7,0.0,1712.0
2.0,1.0,9.0,1.0,3.7,3.0,-0.7,2279.0
3.0,1.0,10.0,10.0,3.3,3.3,,4508.0
3.0,1.0,10.0,9.0,3.3,3.0,-0.3,2264.0
3.0,1.0,10.0,8.0,3.3,3.1,-0.2,4640.0
3.0,1.0,10.0,7.0,4.6,4.6,1.3,3992.0
3.0,0.0,10.0,6.0,4.6,4.6,0.0,3745.0
3.0,0.0,10.0,5.0,4.6,4.6,0.0,5990.0
3.0,0.0,10.0,4.0,4.6,4.6,0.0,3091.0
3.0,0.0,10.0,3.0,4.6,4.6,0.0,1712.0
3.0,0.0,10.0,2.0,4.6,4.6,0.0,2279.0
3.0,0.0,10.0,1.0,4.6,4.6,0.0,1201.0
4.0,1.0,8.0,8.0,2.4,2.4,,4508.0
4.0,1.0,8.0,7.0,3.8,3.8,1.4,2264.0
4.0,0.0,8.0,6.0,3.8,3.8,0.0,4640.0
4.0,0.0,8.0,5.0,3.8,3.8,0.0,3992.0
4.0,0.0,8.0,4.0,3.8,3.8,0.0,3745.0
4.0,0.0,8.0,3.0,3.8,3.8,0.0,5990.0
4.0,0.0,8.0,2.0,3.8,3.8,0.0,3091.0
4.0,0.0,8.0,1.0,3.8,3.8,0.0,1712.0
5.0,1.0,6.0,6.0,3.6,3.6,,4508.0
5.0,0.0,6.0,5.0,3.6,3.6,0.0,2264.0
5.0,0.0,6.0,4.0,3.6,3.6,0.0,4640.0
5.0,0.0,6.0,3.0,3.6,3.6,0.0,3992.0
5.0,0.0,6.0,2.0,3.6,3.6,0.0,3745.0
5.0,0.0,6.0,1.0,3.6,3.6,0.0,5990.0
6.0,1.0,7.0,7.0,2.8,2.8,,4508.0
6.0,1.0,7.0,6.0,2.8,2.3,-0.5,2264.0
6.0,1.0,7.0,5.0,2.8,2.7,-0.1,4640.0
6.0,1.0,7.0,4.0,2.9,2.9,0.1,3992.0
6.0,1.0,7.0,3.0,3.1,3.1,0.2,3745.0
6.0,1.0,7.0,2.0,3.1,2.7,-0.4,5990.0
6.0,1.0,7.0,1.0,3.1,2.9,-0.2,3091.0
7.0,1.0,8.0,8.0,2.7,2.7,,4508.0
7.0,1.0,8.0,7.0,2.8,2.8,0.1,2264.0
7.0,1.0,8.0,6.0,2.8,2.6,-0.2,4640.0
7.0,1.0,8.0,5.0,2.8,2.8,0.0,3992.0
7.0,1.0,8.0,4.0,3.1,3.1,0.3,3745.0
7.0,0.0,8.0,3.0,3.1,3.1,0.0,5990.0
7.0,0.0,8.0,2.0,3.1,3.1,0.0,3091.0
7.0,1.0,8.0,1.0,3.5,3.5,0.4,1712.0
8.0,1.0,7.0,7.0,3.7,3.7,,4508.0
8.0,0.0,7.0,6.0,3.7,3.7,0.0,2264.0
8.0,0.0,7.0,5.0,3.7,3.7,0.0,4640.0
8.0,0.0,7.0,4.0,3.7,3.7,0.0,3992.0
8.0,0.0,7.0,3.0,3.7,3.7,0.0,3745.0
8.0,0.0,7.0,2.0,3.7,3.7,0.0,5990.0
8.0,1.0,7.0,1.0,3.7,3.5,-0.2,3091.0
9.0,1.0,10.0,10.0,3.0,3.0,,4508.0
9.0,1.0,10.0,9.0,3.0,2.8,-0.2,2264.0
9.0,1.0,10.0,8.0,3.1,3.1,0.1,4640.0
9.0,1.0,10.0,7.0,3.1,2.7,-0.4,3992.0
9.0,1.0,10.0,6.0,4.2,4.2,1.1,3745.0
9.0,0.0,10.0,5.0,4.2,4.2,0.0,5990.0
9.0,0.0,10.0,4.0,4.2,4.2,0.0,3091.0
9.0,0.0,10.0,3.0,4.2,4.2,0.0,1712.0
9.0,0.0,10.0,2.0,4.2,4.2,0.0,2279.0
9.0,1.0,10.0,1.0,4.2,2.1,-2.1,1201.0
10.0,1.0,7.0,7.0,3.3,3.3,,4508.0
10.0,1.0,7.0,6.0,3.3,3.1,-0.2,2264.0
10.0,1.0,7.0,5.0,3.7,3.7,0.4,4640.0
10.0,0.0,7.0,4.0,3.7,3.7,0.0,3992.0
10.0,0.0,7.0,3.0,3.7,3.7,0.0,3745.0
10.0,0.0,7.0,2.0,3.7,3.7,0.0,5990.0
10.0,0.0,7.0,1.0,3.7,3.7,0.0,3091.0
11.0,1.0,6.0,6.0,3.4,3.4,,4508.0
11.0,1.0,6.0,5.0,3.4,2.4,-1.0,2264.0
11.0,1.0,6.0,4.0,3.4,3.2,-0.2,4640.0
11.0,0.0,6.0,3.0,3.4,3.4,0.0,3992.0
11.0,0.0,6.0,2.0,3.4,3.4,0.0,3745.0
11.0,0.0,6.0,1.0,3.4,3.4,0.0,5990.0
12.0,1.0,9.0,9.0,3.5,3.5,,4508.0
12.0,1.0,9.0,8.0,3.5,2.9,-0.6,2264.0
12.0,1.0,9.0,7.0,3.5,3.1,-0.4,4640.0
12.0,1.0,9.0,6.0,4.1,4.1,0.6,3992.0
12.0,0.0,9.0,5.0,4.1,4.1,0.0,3745.0
12.0,0.0,9.0,4.0,4.1,4.1,0.0,5990.0
12.0,1.0,9.0,3.0,4.1,3.4,-0.7,3091.0
12.0,0.0,9.0,2.0,4.1,4.1,0.0,1712.0
12.0,1.0,9.0,1.0,4.1,1.2,-2.9,2279.0
13.0,1.0,10.0,10.0,2.6,2.6,,4508.0
13.0,1.0,10.0,9.0,2.6,2.1,-0.5,2264.0
13.0,1.0,10.0,8.0,2.9,2.9,0.3,4640.0
13.0,1.0,10.0,7.0,2.9,2.9,0.0,3992.0
13.0,1.0,10.0,6.0,2.9,2.0,-0.9,3745.0
13.0,1.0,10.0,5.0,3.2,3.2,0.3,5990.0
13.0,1.0,10.0,4.0,3.2,2.6,-0.6,3091.0
13.0,1.0,10.0,3.0,3.2,2.4,-0.8,1712.0
13.0,0.0,10.0,2.0,3.2,3.2,0.0,2279.0
13.0,0.0,10.0,1.0,3.2,3.2,0.0,1201.0
14.0,1.0,10.0,10.0,3.3,3.3,,4508.0
14.0,1.0,10.0,9.0,3.3,3.3,0.0,2264.0
14.0,1.0,10.0,8.0,3.3,2.8,-0.5,4640.0
14.0,1.0,10.0,7.0,3.3,3.0,-0.3,3992.0
14.0,0.0,10.0,6.0,3.3,3.3,0.0,3745.0
14.0,0.0,10.0,5.0,3.3,3.3,0.0,5990.0
14.0,0.0,10.0,4.0,3.3,3.3,0.0,3091.0
14.0,1.0,10.0,3.0,3.3,3.0,-0.3,1712.0
14.0,1.0,10.0,2.0,3.3,2.7,-0.6,2279.0
14.0,1.0,10.0,1.0,3.8,3.8,0.5,1201.0
15.0,1.0,5.0,5.0,3.0,3.0,,4508.0
15.0,1.0,5.0,4.0,3.5,3.5,0.5,2264.0
15.0,0.0,5.0,3.0,3.5,3.5,0.0,4640.0
15.0,0.0,5.0,2.0,3.5,3.5,0.0,3992.0
15.0,1.0,5.0,1.0,3.7,3.7,0.2,3745.0
16.0,1.0,9.0,9.0,2.8,2.8,,4508.0
16.0,1.0,9.0,8.0,2.8,2.3,-0.5,2264.0
16.0,1.0,9.0,7.0,2.9,2.9,0.1,4640.0
16.0,1.0,9.0,6.0,3.3,3.3,0.4,3992.0
16.0,0.0,9.0,5.0,3.3,3.3,0.0,3745.0
16.0,0.0,9.0,4.0,3.3,3.3,0.0,5990.0
16.0,1.0,9.0,3.0,3.3,2.4,-0.9,3091.0
16.0,1.0,9.0,2.0,3.3,3.1,-0.2,1712.0
16.0,0.0,9.0,1.0,3.3,3.3,0.0,2279.0
17.0,1.0,9.0,9.0,3.2,3.2,,4508.0
17.0,1.0,9.0,8.0,4.3,4.3,1.1,2264.0
17.0,0.0,9.0,7.0,4.3,4.3,0.0,4640.0
17.0,0.0,9.0,6.0,4.3,4.3,0.0,3992.0
17.0,0.0,9.0,5.0,4.3,4.3,0.0,3745.0
17.0,0.0,9.0,4.0,4.3,4.3,0.0,5990.0
17.0,0.0,9.0,3.0,4.3,4.3,0.0,3091.0
17.0,0.0,9.0,2.0,4.3,4.3,0.0,1712.0
17.0,0.0,9.0,1.0,4.3,4.3,0.0,2279.0
18.0,1.0,8.0,8.0,2.8,2.8,,4508.0
18.0,1.0,8.0,7.0,3.4,3.4,0.6,2264.0
18.0,1.0,8.0,6.0,3.4,2.5,-0.9,4640.0
18.0,1.0,8.0,5.0,3.4,2.4,-1.0,3992.0
18.0,0.0,8.0,4.0,3.4,3.4,0.0,3745.0
18.0,0.0,8.0,3.0,3.4,3.4,0.0,5990.0
18.0,0.0,8.0,2.0,3.4,3.4,0.0,3091.0
18.0,1.0,8.0,1.0,4.2,4.2,0.8,1712.0
19.0,1.0,9.0,9.0,2.8,2.8,,4508.0
19.0,1.0,9.0,8.0,2.8,2.5,-0.3,2264.0
19.0,1.0,9.0,7.0,2.8,2.0,-0.8,4640.0
19.0,1.0,9.0,6.0,3.0,3.0,0.2,3992.0
