trial_num,action,totaldays,daysleft,last_reward,muvalue,avereward,avereward_exploration,RT,stochasticity,stochasticity_exploration,gap,abs_gap,last_trial_average_reward,impulse
1.0,1.0,5.0,4.0,3.9,3.9,3.9,3.9,17502.0,0.0,0.0,,,0.0,0.0
1.0,1.0,5.0,3.0,2.7,3.9,3.3,3.3,7960.0,0.5999999999999999,0.5999999999999999,-1.2,1.2,0.0,0.0
1.0,1.0,5.0,2.0,3.8,3.9,3.4666666666666663,3.4666666666666663,12578.0,0.5436502143433362,0.5436502143433362,-0.1,0.1,0.0,0.0
1.0,0.0,5.0,1.0,3.3,3.9,3.425,3.425,3398.0,0.4763139720814411,0.4763139720814411,-0.6,0.6,0.0,0.0
2.0,1.0,9.0,8.0,3.2,3.2,3.2,3.2,1328.0,0.0,0.0,,,3.425,0.0
2.0,1.0,9.0,7.0,1.6,3.2,2.4000000000000004,2.4000000000000004,1767.0,1.1109841197270613,1.1109841197270613,-1.6,1.6,3.425,0.0
2.0,1.0,9.0,6.0,2.8,3.2,2.5333333333333337,2.5333333333333337,1121.0,0.958007190879994,0.958007190879994,-0.4,0.4,3.425,1.0
2.0,1.0,9.0,5.0,3.7,3.7,2.825,2.825,1720.0,0.8103925660512384,0.8103925660512384,0.5,0.5,3.425,1.0
2.0,1.0,9.0,4.0,3.4,3.7,2.9400000000000004,2.9400000000000004,3641.0,0.7376991256603194,0.7376991256603194,-0.3,0.3,3.425,1.0
2.0,1.0,9.0,3.0,2.6,3.7,2.883333333333334,2.883333333333334,1327.0,0.7313160960372961,0.7313160960372961,-1.1,1.1,3.425,1.0
2.0,1.0,9.0,2.0,2.9,3.7,2.885714285714286,2.885714285714286,1432.0,0.6992950775189087,0.6992950775189087,-0.8,0.8,3.425,1.0
2.0,0.0,9.0,1.0,2.7,3.7,2.8625000000000003,2.8625000000000003,3080.0,0.6820941312210168,0.6820941312210168,-1.0,1.0,3.425,1.0
3.0,1.0,7.0,6.0,3.2,3.2,3.2,3.2,1512.0,0.0,0.0,,,2.8625000000000003,0.0
3.0,1.0,7.0,5.0,2.4,3.2,2.8,2.8,1599.0,0.6910137480542627,0.6910137480542627,-0.8,0.8,2.8625000000000003,0.0
3.0,1.0,7.0,4.0,3.4,3.4,3.0,3.0,1649.0,0.6154864169189802,0.6154864169189802,0.2,0.2,2.8625000000000003,1.0
3.0,1.0,7.0,3.0,3.3,3.4,3.075,3.075,2296.0,0.589550205194133,0.589550205194133,-0.1,0.1,2.8625000000000003,1.0
3.0,1.0,7.0,2.0,2.1,3.4,2.88,2.88,3792.0,0.6487883443693127,0.6487883443693127,-1.3,1.3,2.8625000000000003,0.0
3.0,0.0,7.0,1.0,3.7,3.7,3.016666666666666,3.016666666666666,4023.0,0.6228518639648151,0.6228518639648151,0.3,0.3,2.8625000000000003,1.0
4.0,1.0,8.0,7.0,4.1,4.1,4.1,4.1,2697.0,0.0,0.0,,,3.016666666666666,0.0
4.0,1.0,8.0,6.0,3.5,4.1,3.8,3.8,1049.0,0.8632597472976182,0.8632597472976182,-0.6,0.6,3.016666666666666,0.0
4.0,1.0,8.0,5.0,2.1,4.1,3.233333333333333,3.233333333333333,896.0,0.6509608283145767,0.6509608283145767,-2.0,2.0,3.016666666666666,0.0
4.0,1.0,8.0,4.0,3.9,4.1,3.4,3.4,888.0,0.6846897107449476,0.6846897107449476,-0.2,0.2,3.016666666666666,0.0
4.0,1.0,8.0,3.0,3.5,4.1,3.4200000000000004,3.4200000000000004,983.0,0.6780174719781876,0.6780174719781876,-0.6,0.6,3.016666666666666,0.0
4.0,1.0,8.0,2.0,3.5,4.1,3.4333333333333336,3.4333333333333336,888.0,0.6698995686659049,0.6698995686659049,-0.6,0.6,3.016666666666666,0.0
4.0,0.0,8.0,1.0,3.5,4.1,3.442857142857143,3.442857142857143,1002.0,0.6611292133423646,0.6611292133423646,-0.6,0.6,3.016666666666666,0.0
5.0,1.0,5.0,4.0,3.5,3.5,3.5,3.5,1255.0,0.0,0.0,,,3.442857142857143,0.0
5.0,1.0,5.0,3.0,3.3,3.5,3.4,3.4,1023.0,0.6288750837549074,0.6288750837549074,-0.2,0.2,3.442857142857143,0.0
5.0,1.0,5.0,2.0,2.6,3.5,3.1333333333333333,3.1333333333333333,960.0,0.6225507565206586,0.6225507565206586,-0.9,0.9,3.442857142857143,0.0
5.0,1.0,5.0,1.0,3.7,3.7,3.2750000000000004,3.2750000000000004,10489.0,0.610032910190222,0.610032910190222,0.2,0.2,3.442857142857143,0.0
