trial_num,action,totaldays,daysleft,last_reward,muvalue,avereward,avereward_exploration,RT,stochasticity,stochasticity_exploration,gap,abs_gap,last_trial_average_reward,impulse
1.0,1.0,5.0,4.0,-2.5,-2.5,-2.5,-2.5,17119.60000000149,0.0,0.0,,,0.0,0.0
1.0,1.0,5.0,3.0,-2.0,-2.0,-2.25,-2.25,7927.800000000745,0.25,0.25,0.5,0.5,0.0,0.0
1.0,1.0,5.0,2.0,-3.2,-2.0,-2.566666666666667,-2.566666666666667,25816.0,0.4921607686744468,0.4921607686744468,-1.2,1.2,0.0,0.0
1.0,0.0,5.0,1.0,-2.0,-2.0,-2.4250000000000003,-2.4250000000000003,4280.099999997765,0.4918078893226501,0.4918078893226501,0.0,0.0,0.0,0.0
2.0,1.0,9.0,8.0,-3.6,-3.6,-3.6,-3.6,3400.0,0.0,0.0,,,-2.4250000000000003,0.0
2.0,1.0,9.0,7.0,-4.4,-3.6,-4.0,-4.0,3208.0,1.4740614447359863,1.4740614447359863,-0.8,0.8,-2.4250000000000003,1.0
2.0,1.0,9.0,6.0,-3.3,-3.3,-3.766666666666667,-3.766666666666667,5991.89999999851,1.2214517773716838,1.2214517773716838,0.3,0.3,-2.4250000000000003,1.0
2.0,1.0,9.0,5.0,-2.4,-2.4,-3.4250000000000003,-3.4250000000000003,9848.10000000149,1.0025315179307057,1.0025315179307057,0.9,0.9,-2.4250000000000003,1.0
2.0,1.0,9.0,4.0,-3.2,-2.4,-3.3800000000000003,-3.3800000000000003,3855.89999999851,0.9277930803794565,0.9277930803794565,-0.8,0.8,-2.4250000000000003,1.0
2.0,1.0,9.0,3.0,-2.9,-2.4,-3.3000000000000003,-3.3000000000000003,3672.10000000149,0.8528028654224418,0.8528028654224418,-0.5,0.5,-2.4250000000000003,1.0
2.0,0.0,9.0,2.0,-3.5,-2.4,-3.3285714285714287,-3.3285714285714287,2424.0,0.8322986774201762,0.8322986774201762,-1.1,1.1,-2.4250000000000003,1.0
2.0,0.0,9.0,1.0,-2.4,-2.4,-3.2125,-3.3285714285714287,1639.8999999985099,0.783828437370557,0.8322986774201762,0.0,0.0,-2.4250000000000003,1.0
3.0,1.0,6.0,5.0,-2.7,-2.7,-2.7,-2.7,3712.099999997765,0.0,0.0,,,-3.3285714285714287,0.0
3.0,1.0,6.0,4.0,-2.7,-2.7,-2.7,-2.7,2624.0,0.6623820649745886,0.6623820649745886,0.0,0.0,-3.3285714285714287,0.0
3.0,1.0,6.0,3.0,-3.4,-2.7,-2.9333333333333336,-2.9333333333333336,2759.900000002235,0.6496856957544732,0.6496856957544732,-0.7,0.7,-3.3285714285714287,0.0
3.0,1.0,6.0,2.0,-2.7,-2.7,-2.875,-2.875,5344.0,0.6287664289879209,0.6287664289879209,0.0,0.0,-3.3285714285714287,0.0
3.0,0.0,6.0,1.0,-3.4,-2.7,-2.98,-2.98,1544.0,0.6318560795490995,0.6318560795490995,-0.7,0.7,-3.3285714285714287,0.0
4.0,1.0,6.0,5.0,-2.0,-2.0,-2.0,-2.0,3848.0,0.0,0.0,,,-2.98,0.0
4.0,0.0,6.0,4.0,-2.8,-2.0,-2.4,-2.4,1480.0,0.7434563018276682,0.7434563018276682,-0.8,0.8,-2.98,0.0
4.0,0.0,6.0,3.0,-2.0,-2.0,-2.2666666666666666,-2.4,5136.0,0.8110350040397628,0.7434563018276682,0.0,0.0,-2.98,0.0
4.0,1.0,6.0,2.0,-2.0,-2.0,-2.2,-2.4,1456.0,0.8386497083606081,0.7434563018276682,0.0,0.0,-2.98,0.0
4.0,0.0,6.0,1.0,-3.5,-2.0,-2.46,-2.62,1080.0,0.7103801799036907,0.6521349553581682,-1.5,1.5,-2.98,0.0
5.0,1.0,7.0,6.0,-2.4,-2.4,-2.4,-2.4,4376.099999997765,0.0,0.0,,,-2.62,0.0
5.0,1.0,7.0,5.0,-3.1,-2.4,-2.75,-2.75,1824.0,0.6201958216102856,0.6201958216102856,-0.7,0.7,-2.62,0.0
5.0,1.0,7.0,4.0,-3.5,-2.4,-3.0,-3.0,2151.900000002235,0.660981506340486,0.660981506340486,-1.1,1.1,-2.62,0.0
5.0,0.0,7.0,3.0,-3.4,-2.4,-3.1,-3.1,1464.0999999977648,0.6906518659932803,0.6906518659932803,-1.0,1.0,-2.62,1.0
5.0,0.0,7.0,2.0,-2.4,-2.4,-2.96,-3.1,1095.800000000745,0.6405541955364549,0.6906518659932803,0.0,0.0,-2.62,1.0
5.0,0.0,7.0,1.0,-2.4,-2.4,-2.8666666666666667,-3.1,872.1000000014901,0.618100809828875,0.6906518659932803,0.0,0.0,-2.62,0.0
6.0,1.0,10.0,9.0,-3.7,-3.7,-3.7,-3.7,1768.0999999977648,0.0,0.0,,,-3.1,0.0
6.0,1.0,10.0,8.0,-3.1,-3.1,-3.4000000000000004,-3.4000000000000004,2303.900000002235,0.8540659057874702,0.8540659057874702,0.6,0.6,-3.1,1.0
6.0,1.0,10.0,7.0,-3.4,-3.1,-3.4000000000000004,-3.4000000000000004,1224.0999999977648,0.8421203397773189,0.8421203397773189,-0.3,0.3,-3.1,1.0
6.0,1.0,10.0,6.0,-3.1,-3.1,-3.325,-3.325,1687.9000000022352,0.7823755405727396,0.7823755405727396,0.0,0.0,-3.1,1.0
6.0,1.0,10.0,5.0,-3.1,-3.1,-3.2800000000000002,-3.2800000000000002,1528.0999999977648,0.7451103768464178,0.7451103768464178,0.0,0.0,-3.1,1.0
6.0,1.0,10.0,4.0,-3.3,-3.1,-3.2833333333333337,-3.2833333333333337,1495.9000000022352,0.7374737428325985,0.7374737428325985,-0.2,0.2,-3.1,1.0
6.0,1.0,10.0,3.0,-3.2,-3.1,-3.271428571428572,-3.271428571428572,1551.8999999985099,0.7213790647794273,0.7213790647794273,-0.1,0.1,-3.1,1.0
6.0,0.0,10.0,2.0,-3.5,-3.1,-3.3000000000000003,-3.3000000000000003,1496.1000000014901,0.7298513046020186,0.7298513046020186,-0.4,0.4,-3.1,1.0
6.0,0.0,10.0,1.0,-3.1,-3.1,-3.277777777777778,-3.3000000000000003,951.8999999985099,0.7089500894117274,0.7298513046020186,0.0,0.0,-3.1,1.0
7.0,1.0,7.0,6.0,-3.6,-3.6,-3.6,-3.6,1799.9000000022352,0.0,0.0,,,-3.3000000000000003,0.0
7.0,1.0,7.0,5.0,-3.2,-3.2,-3.4000000000000004,-3.4000000000000004,1727.8999999985099,0.7605553526499204,0.7605553526499204,0.4,0.4,-3.3000000000000003,1.0
7.0,1.0,7.0,4.0,-2.4,-2.4,-3.066666666666667,-3.066666666666667,1784.0,0.6008649160526809,0.6008649160526809,0.8,0.8,-3.3000000000000003,1.0
7.0,1.0,7.0,3.0,-2.3,-2.3,-2.875,-2.875,2080.10000000149,0.575647184350852,0.575647184350852,0.1,0.1,-3.3000000000000003,1.0
7.0,1.0,7.0,2.0,-3.0,-2.3,-2.9,-2.9,2760.0,0.570087712549569,0.570087712549569,-0.7,0.7,-3.3000000000000003,0.0
7.0,0.0,7.0,1.0,-3.4,-2.3,-2.983333333333333,-2.983333333333333,1224.199999999255,0.5757032572105284,0.5757032572105284,-1.1,1.1,-3.3000000000000003,0.0
8.0,1.0,8.0,7.0,-3.5,-3.5,-3.5,-3.5,1576.0,0.0,0.0,,,-2.983333333333333,0.0
8.0,1.0,8.0,6.0,-2.9,-2.9,-3.2,-3.2,2264.099999997765,0.6419621364343732,0.6419621364343732,0.6,0.6,-2.983333333333333,1.0
8.0,1.0,8.0,5.0,-3.1,-2.9,-3.1666666666666665,-3.1666666666666665,2336.0,0.6208974366466506,0.6208974366466506,-0.2,0.2,-2.983333333333333,1.0
8.0,1.0,8.0,4.0,-3.4,-2.9,-3.225,-3.225,1528.0,0.6426759738837352,0.6426759738837352,-0.5,0.5,-2.983333333333333,1.0
8.0,1.0,8.0,3.0,-3.7,-2.9,-3.3200000000000003,-3.3200000000000003,1304.0,0.6901119803731461,0.6901119803731461,-0.8,0.8,-2.983333333333333,1.0
8.0,0.0,8.0,2.0,-2.9,-2.9,-3.25,-3.25,1031.800000000745,0.6480740698407861,0.6480740698407861,0.0,0.0,-2.983333333333333,1.0
8.0,0.0,8.0,1.0,-2.9,-2.9,-3.1999999999999997,-3.25,784.1000000014901,0.6199886812775541,0.6480740698407861,0.0,0.0,-2.983333333333333,1.0
9.0,1.0,8.0,7.0,-3.5,-3.5,-3.5,-3.5,1720.0999999977648,0.0,0.0,,,-3.25,0.0
9.0,1.0,8.0,6.0,-4.6,-3.5,-4.05,-4.05,1863.9000000022352,1.2386148177164145,1.2386148177164145,-1.1,1.1,-3.25,1.0
9.0,1.0,8.0,5.0,-3.3,-3.3,-3.7999999999999994,-3.7999999999999994,1288.0999999977648,1.0186780247128069,1.0186780247128069,0.2,0.2,-3.25,1.0
9.0,1.0,8.0,4.0,-2.1,-2.1,-3.3749999999999996,-3.3749999999999996,1831.800000000745,0.7250556152194739,0.7250556152194739,1.2,1.2,-3.25,1.0
9.0,0.0,8.0,3.0,-1.6,-1.6,-3.0199999999999996,-3.0199999999999996,4072.10000000149,0.6135403377380707,0.6135403377380707,0.5,0.5,-3.25,1.0
9.0,0.0,8.0,2.0,-1.6,-1.6,-2.783333333333333,-3.0199999999999996,672.0,0.6363688221289426,0.6135403377380707,0.0,0.0,-3.25,1.0
9.0,0.0,8.0,1.0,-1.6,-1.6,-2.6142857142857143,-3.0199999999999996,728.0,0.6958003647359773,0.6135403377380707,0.0,0.0,-3.25,0.0
10.0,1.0,7.0,6.0,-3.5,-3.5,-3.5,-3.5,2120.0,0.0,0.0,,,-3.0199999999999996,0.0
10.0,1.0,7.0,5.0,-3.9,-3.5,-3.7,-3.7,1128.0,1.0431146798382802,1.0431146798382802,-0.4,0.4,-3.0199999999999996,1.0
10.0,1.0,7.0,4.0,-2.7,-2.7,-3.366666666666667,-3.366666666666667,1680.0,0.8110647859181916,0.8110647859181916,0.8,0.8,-3.0199999999999996,1.0
10.0,1.0,7.0,3.0,-3.2,-2.7,-3.325,-3.325,1152.0,0.7817905272970687,0.7817905272970687,-0.5,0.5,-3.0199999999999996,1.0
10.0,0.0,7.0,2.0,-2.2,-2.2,-3.1,-3.1,2456.099999997765,0.687616827461669,0.687616827461669,0.5,0.5,-3.0199999999999996,1.0
10.0,0.0,7.0,1.0,-2.2,-2.2,-2.9499999999999997,-3.1,1511.9000000022352,0.6576473218982952,0.687616827461669,0.0,0.0,-3.0199999999999996,1.0
11.0,1.0,6.0,5.0,-2.7,-2.7,-2.7,-2.7,1416.1000000014901,0.0,0.0,,,-3.1,0.0
11.0,1.0,6.0,4.0,-2.4,-2.4,-2.55,-2.55,1432.3999999985099,0.7165426249242492,0.7165426249242492,0.3,0.3,-3.1,0.0
11.0,1.0,6.0,3.0,-2.6,-2.4,-2.5666666666666664,-2.5666666666666664,1031.6000000014901,0.7048806460289564,0.7048806460289564,-0.2,0.2,-3.1,0.0
11.0,1.0,6.0,2.0,-2.9,-2.4,-2.65,-2.65,976.0,0.6714251174268716,0.6714251174268716,-0.5,0.5,-3.1,0.0
11.0,1.0,6.0,1.0,-3.5,-2.4,-2.82,-2.82,1367.8999999985099,0.6409648176272216,0.6409648176272216,-1.1,1.1,-3.1,0.0
12.0,1.0,9.0,8.0,-2.6,-2.6,-2.6,-2.6,1119.5,0.0,0.0,,,-3.016666666666667,0.0
12.0,1.0,9.0,7.0,-3.5,-2.6,-3.05,-3.05,968.0,0.6661340464960747,0.6661340464960747,-0.9,0.9,-3.016666666666667,0.0
12.0,1.0,9.0,6.0,-3.9,-2.6,-3.3333333333333335,-3.3333333333333335,1168.0,0.7847720743452119,0.7847720743452119,-1.3,1.3,-3.016666666666667,1.0
12.0,1.0,9.0,5.0,-2.9,-2.6,-3.225,-3.225,1368.0,0.7261208618570991,0.7261208618570991,-0.3,0.3,-3.016666666666667,1.0
12.0,1.0,9.0,4.0,-2.0,-2.0,-2.98,-2.98,1816.0,0.6568467241660105,0.6568467241660105,0.6,0.6,-3.016666666666667,1.0
12.0,0.0,9.0,3.0,-4.0,-2.0,-3.15,-3.15,1480.0,0.7042100288308044,0.7042100288308044,-2.0,2.0,-3.016666666666667,0.0
12.0,0.0,9.0,2.0,-2.0,-2.0,-2.9857142857142853,-3.15,775.8999999985099,0.6676716835252864,0.7042100288308044,0.0,0.0,-3.016666666666667,1.0
12.0,0.0,9.0,1.0,-2.0,-2.0,-2.8625,-3.15,744.0,0.6632802822024946,0.7042100288308044,0.0,0.0,-3.016666666666667,0.0
13.0,1.0,10.0,9.0,-3.6,-3.6,-3.6,-3.6,1247.2000000029802,0.0,0.0,,,-3.15,0.0
13.0,1.0,10.0,8.0,-3.8,-3.6,-3.7,-3.7,1416.199999999255,1.055461984156701,1.055461984156701,-0.2,0.2,-3.15,1.0
13.0,0.0,10.0,7.0,-1.9,-1.9,-3.1,-3.1,4448.0,0.7111359122659224,0.7111359122659224,1.7,1.7,-3.15,1.0
13.0,1.0,10.0,6.0,-1.9,-1.9,-2.8000000000000003,-3.1,1208.0,0.680952018995401,0.7111359122659224,0.0,0.0,-3.15,1.0
13.0,0.0,10.0,5.0,-2.8,-1.9,-2.8,-3.04,904.0,0.6772810918808785,0.6974053294522398,-0.9,0.9,-3.15,0.0
13.0,0.0,10.0,4.0,-1.9,-1.9,-2.65,-3.04,624.0999999977648,0.707520392909617,0.6974053294522398,0.0,0.0,-3.15,0.0
13.0,0.0,10.0,3.0,-1.9,-1.9,-2.5428571428571423,-3.04,655.9000000022352,0.7442323880857596,0.6974053294522398,0.0,0.0,-3.15,0.0
13.0,0.0,10.0,2.0,-1.9,-1.9,-2.4624999999999995,-3.04,712.0,0.7780685220467414,0.6974053294522398,0.0,0.0,-3.15,0.0
13.0,0.0,10.0,1.0,-1.9,-1.9,-2.3999999999999995,-3.04,1256.0,0.8070565074302837,0.6974053294522398,0.0,0.0,-3.15,0.0
14.0,1.0,9.0,8.0,-3.2,-3.2,-3.2,-3.2,1424.6000000014901,0.0,0.0,,,-3.04,0.0
14.0,1.0,9.0,7.0,-3.3,-3.2,-3.25,-3.25,1135.300000000745,0.8086408349817612,0.8086408349817612,-0.1,0.1,-3.04,1.0
